origem,destino,peso
0O6JAjCYkpjRxBllV4O1mw,7HGB1iHlISjo4XOaJVkQEz,0.219793
0O6JAjCYkpjRxBllV4O1mw,1r4vEAZ09lGIm8eusrJDdq,0.240554
0O6JAjCYkpjRxBllV4O1mw,5dCsHs5nynTHGdua0raMRR,0.210179
0O6JAjCYkpjRxBllV4O1mw,4N7YAWIUEYqntHh04Qdf8M,0.223368
0O6JAjCYkpjRxBllV4O1mw,20BsdtI7ohr5wSd6jG5g1A,0.241325
0O6JAjCYkpjRxBllV4O1mw,2wI3mXvnYhGeUyXHlLVQFF,0.251851
0WrxJn5wWUgU9U2gY0khWf,60aZLJIMN4SuSp2Qj4Oyx2,0.199318
0WrxJn5wWUgU9U2gY0khWf,1lSfV8Pleuvp1g616GqdbQ,0.248688
0WrxJn5wWUgU9U2gY0khWf,4f6EiAhsn8j3BhmnRsoR1Q,0.23356
0WrxJn5wWUgU9U2gY0khWf,4XvU4tmcGobMHgz3bOB9M1,0.165133
0WrxJn5wWUgU9U2gY0khWf,55JRVOuDZzBrBwHecObTUb,0.247222
0WrxJn5wWUgU9U2gY0khWf,7wajPSWalT9lVVA9PX7ukU,0.248967
0WrxJn5wWUgU9U2gY0khWf,2B3RwDWuGN3vpvJVXtbqGs,0.26482
6IVYgORVE2qCI0BrpYBtRJ,2eLpCfYNgnGG8lDF6vfpbr,0.172317
6IVYgORVE2qCI0BrpYBtRJ,3YApJiytSMraOHbk7Dv285,0.168318
6IVYgORVE2qCI0BrpYBtRJ,5GgnOxGEvEwJrqoy7a6tRL,0.188282
6IVYgORVE2qCI0BrpYBtRJ,1qcGYnaxvkDayHU41bUDdk,0.218593
6IVYgORVE2qCI0BrpYBtRJ,4fMZdNFEIreAVf9SeVYoJc,0.227822
6IVYgORVE2qCI0BrpYBtRJ,25HclJk7rKi20MzZ8ZhsVg,0.246913
6IVYgORVE2qCI0BrpYBtRJ,2YGWqGwDmlwVfK2sxt11uV,0.247814
055iSWy4BzjN2QQsoSxd4d,3csmYakG7A0B7nydmVrtcJ,0.253671
055iSWy4BzjN2QQsoSxd4d,3xyXfeL1jGtDugtFsZ33au,0.239687
055iSWy4BzjN2QQsoSxd4d,5t1XCqqd7HxVd5Aa2T4nIY,0.252722
055iSWy4BzjN2QQsoSxd4d,5PtdbnDpX6s0g6VkbdfIJf,0.197221
055iSWy4BzjN2QQsoSxd4d,0RojAyIouILEA6nxbZ5fNN,0.181064
055iSWy4BzjN2QQsoSxd4d,6R7Rmx1M2mQcH92evC3RMk,0.256155
055iSWy4BzjN2QQsoSxd4d,0bcUxZsyjbkoQem4ectNyL,0.245847
5y55S8DupXk6AiWUThQGMD,4cpdzzOLPuoRLnaJBcQFYp,0.281125
5y55S8DupXk6AiWUThQGMD,2O5QijC25ENqIc04YOsuw1,0.266388
5y55S8DupXk6AiWUThQGMD,5UT8SkrqXhuYJ23am3ESgg,0.191562
5y55S8DupXk6AiWUThQGMD,3ITKjAINIrsm72X8YUHDGH,0.31744
5y55S8DupXk6AiWUThQGMD,2w1gsuyH8vJO2aH7JAaa4x,0.363103
5y55S8DupXk6AiWUThQGMD,1lDlugsmgJLXSl12KfRvUB,0.343173
5y55S8DupXk6AiWUThQGMD,5gK0KVvMPzA1SuXbRvLfgg,0.33281
6ZQwKxRPkB8G7J4kdopZun,5iu7IUulS23rUpMfMw4OWi,0.202278
6ZQwKxRPkB8G7J4kdopZun,174S4zGFfw7tCzXni3x4qm,0.191134
6ZQwKxRPkB8G7J4kdopZun,0oNKDfNXRAllW712Ubr0TT,0.167165
6ZQwKxRPkB8G7J4kdopZun,4jUIkNdf5O9kUNHZGVs3zW,0.168711
5xAYqEHINZ6PXkLJlP0yk5,0yE4NQK0nZr94t0XnRWhCP,0.146504
5xAYqEHINZ6PXkLJlP0yk5,6am2zP9eMNYNO0UYzmEZ5f,0.216968
5xAYqEHINZ6PXkLJlP0yk5,4OvmpueFGgjSLvqRu6vLhD,0.166389
5xAYqEHINZ6PXkLJlP0yk5,7vMa1EWSLnbjSCcaniuZsL,0.217061
5xAYqEHINZ6PXkLJlP0yk5,7xeaZt4aUlJwikyaKtYYX7,0.238474
5xAYqEHINZ6PXkLJlP0yk5,0XKtRs5UNXNRIMszCu1Yoh,0.264582
5xAYqEHINZ6PXkLJlP0yk5,6EssH5OqUBgu7YT4RKCo7d,0.267364
07lo35w8zgHdQO7TlAjv8S,3S7q9kiSbYmpVKNvKnR00Z,0.313969
07lo35w8zgHdQO7TlAjv8S,1actlogZa6dINylaNUgcsO,0.347472
07lo35w8zgHdQO7TlAjv8S,61uEZFWooCAzm7p3Jp9cvR,0.339841
07lo35w8zgHdQO7TlAjv8S,0CYDtOPWPUFlfam3CwagLl,0.373994
07lo35w8zgHdQO7TlAjv8S,0e0ePOulGI6SzoAwBW5fcy,0.294519
07lo35w8zgHdQO7TlAjv8S,01Tmt6u5mTUS2oCF0Vx9tp,0.411114
2oP9KGCvD2DPwWB1hH6RJh,4YlJ1CQIaN1IP7muOmrXHl,0.2833
2oP9KGCvD2DPwWB1hH6RJh,4VJ4ICILSWTDuWlBdsyTHT,0.183145
2oP9KGCvD2DPwWB1hH6RJh,5LAsS7ulJBhUmlBVEKDl92,0.197146
2oP9KGCvD2DPwWB1hH6RJh,4VwdR5vWYqkVfpU9IqZ40w,0.280777
2oP9KGCvD2DPwWB1hH6RJh,28fz3mwbypiLwIOyLkOuvv,0.272788
2oP9KGCvD2DPwWB1hH6RJh,341GYXColngGhf4hfCO15y,0.310222
2oP9KGCvD2DPwWB1hH6RJh,1l75b5q10NeaBkyMy18R5N,0.310317
2CHvfsyZM8Be7p0vDsE0zd,04FyuzQPX9ObQuCHfvxCBo,0.171485
2CHvfsyZM8Be7p0vDsE0zd,6U5dknLPsIA4uxNgQNDbgg,0.212322
2CHvfsyZM8Be7p0vDsE0zd,7qELh1G8CuBOVpaL50bAAn,0.246796
2CHvfsyZM8Be7p0vDsE0zd,3uPEesgkORg3xgcdTeyoVb,0.224971
2CHvfsyZM8Be7p0vDsE0zd,3O0dOxKTr03ccUot2cLLSW,0.285627
2CHvfsyZM8Be7p0vDsE0zd,2IdWs5sY15fC4kW9XZRmbS,0.295913
48F4lmUxRKhH5pGrkuRzA0,3g4TegeapKCe6KnUC6XU0J,0.374057
48F4lmUxRKhH5pGrkuRzA0,0MtfroCzjrbAq48y7H5Zv2,0.386222
48F4lmUxRKhH5pGrkuRzA0,6BO1F7s14ZehAecywx99G6,0.303096
48F4lmUxRKhH5pGrkuRzA0,7Cer3P6UxCkGi3Bu2MFK3R,0.330839
48F4lmUxRKhH5pGrkuRzA0,0VfByS0yA5IVEKnAZ3DWQV,0.394562
48F4lmUxRKhH5pGrkuRzA0,2mIMNSYvKY8A6oYZiagzkw,0.413738
48F4lmUxRKhH5pGrkuRzA0,7xOCvDwHnRvSdLtPKbROSf,0.407292
4fMZdNFEIreAVf9SeVYoJc,60glrFrvqFW5RmNNecsnaa,0.239101
4fMZdNFEIreAVf9SeVYoJc,1m1H95WBClrt9286hxVryw,0.247503
4fMZdNFEIreAVf9SeVYoJc,20BsdtI7ohr5wSd6jG5g1A,0.195087
4fMZdNFEIreAVf9SeVYoJc,1qcGYnaxvkDayHU41bUDdk,0.247693
4fMZdNFEIreAVf9SeVYoJc,2YGWqGwDmlwVfK2sxt11uV,0.266763
517HPctLHA8fncBNBmhsNW,5teAcN3Pznv5ioR61vDyBF,0.193679
517HPctLHA8fncBNBmhsNW,1jdAzKbRRrIQ3fpodftKfj,0.1479
517HPctLHA8fncBNBmhsNW,3UzG9lnmUswPscvRfVmHcv,0.205046
517HPctLHA8fncBNBmhsNW,1qqijONRt6fZwzZoRxoOnp,0.207717
517HPctLHA8fncBNBmhsNW,0TVvLlCFoRbepER0IhqRqa,0.23349
517HPctLHA8fncBNBmhsNW,1e6za5PtF2cndLHKZD7nrm,0.239127
1AQH4K1OX1KHbTt5ojMonp,1Vkokw1TnFV6HEhyQ7OAB9,0.431373
1AQH4K1OX1KHbTt5ojMonp,0MtfroCzjrbAq48y7H5Zv2,0.484771
1AQH4K1OX1KHbTt5ojMonp,1xwny28AvZuFEgQfUN5ldD,0.446388
1AQH4K1OX1KHbTt5ojMonp,1FvGtid4hstXGTMqZWHAHM,0.454783
1AQH4K1OX1KHbTt5ojMonp,0bMAWV9DDN2fllpvCtpzWl,0.49354
1AQH4K1OX1KHbTt5ojMonp,3hNyVKzZ1c26umuL3K5WEX,0.508411
1AQH4K1OX1KHbTt5ojMonp,0CuIW42AlBMNi7zprHcmIB,0.513018
01XyRFxUKPLVOWglamSV2K,1qqijONRt6fZwzZoRxoOnp,0.305041
01XyRFxUKPLVOWglamSV2K,269izsyL5diRwlT8Hlo1ap,0.226453
01XyRFxUKPLVOWglamSV2K,1aJwIrmZskcIVeegeZBz5E,0.303928
01XyRFxUKPLVOWglamSV2K,7ceDlxkK6heHMfSyjAv6Jc,0.235842
01XyRFxUKPLVOWglamSV2K,7GBQOLaOLRDQNdHcIWRnL5,0.276643
01XyRFxUKPLVOWglamSV2K,4OvmpueFGgjSLvqRu6vLhD,0.313267
56Dd9uTfY7Ea9tZPUibgtC,1fChWSrWQSLji72OntARhi,0.223004
56Dd9uTfY7Ea9tZPUibgtC,4rmTER4DSUQqYoWezi02py,0.202194
56Dd9uTfY7Ea9tZPUibgtC,7ALQOUgUrUifvmcGMCyvld,0.23189
56Dd9uTfY7Ea9tZPUibgtC,13n2H7IIDPs0w0NkFOWBwf,0.248074
56Dd9uTfY7Ea9tZPUibgtC,5xPZ22H4RCcKyLZZBm95nM,0.265212
6XRmpUgMduHU268JcxjFNK,0TVvLlCFoRbepER0IhqRqa,0.126215
6XRmpUgMduHU268JcxjFNK,2N2WprSNZnbFudxdf9wv85,0.125594
6XRmpUgMduHU268JcxjFNK,0xmFMrp79pxqE8dvT28rW5,0.171726
6XRmpUgMduHU268JcxjFNK,4N8rEj0nz6oVhyv3aggHfP,0.231997
6XRmpUgMduHU268JcxjFNK,22HJ5YuNSSqwm1i2Gi0rzz,0.23561
6XRmpUgMduHU268JcxjFNK,0WNGdNAObdW0pFmfkRfvQA,0.23771
6gEuxFWtSNN769TfSDNlHJ,2qb2AHvY6rYg5IdOPBzW42,0.129668
6gEuxFWtSNN769TfSDNlHJ,78K98hFH9pfDGsH2zX96gK,0.182621
6gEuxFWtSNN769TfSDNlHJ,4ke6wCVSdY91iMsIayiMKG,0.190208
6gEuxFWtSNN769TfSDNlHJ,3i4ssEZfLO3bgaB6hnj3tp,0.226141
6gEuxFWtSNN769TfSDNlHJ,2UaMe5doUVlWN8VS2CQEtU,0.231497
6gEuxFWtSNN769TfSDNlHJ,7bR2kypCT1jHV5AdEOlVXu,0.23478
6gEuxFWtSNN769TfSDNlHJ,5XDff6EyEQ4k0y0xNsnT94,0.290308
6O1zIickC0YQseSVMGlNq8,1PGyfLQdgFPXGEtP2b6ovZ,0.266147
6O1zIickC0YQseSVMGlNq8,1HKAmEDrCjyXBP6rgCHq9i,0.292014
6O1zIickC0YQseSVMGlNq8,5momcZeBnYAHWzxTxVO0pq,0.102777
6O1zIickC0YQseSVMGlNq8,7egP9xlnVieZab45uisr49,0.280108
6O1zIickC0YQseSVMGlNq8,5fTLG86jUCAY20wiFCPXHz,0.233439
6O1zIickC0YQseSVMGlNq8,5uWGBUVV4oO0RZByFBswYd,0.297606
6O1zIickC0YQseSVMGlNq8,6BO1F7s14ZehAecywx99G6,0.298066
3HSySDVnUtfZMfSXC8rE2x,6BO1F7s14ZehAecywx99G6,0.21803
3HSySDVnUtfZMfSXC8rE2x,010LzZsO4eqQUdUv1f1y9m,0.236027
3HSySDVnUtfZMfSXC8rE2x,7xOCvDwHnRvSdLtPKbROSf,0.162482
3HSySDVnUtfZMfSXC8rE2x,4ou8D4RxqpAfwkhVqOpltT,0.180423
3HSySDVnUtfZMfSXC8rE2x,7JJoNSxzVt72CzCEGes3t4,0.165765
3HSySDVnUtfZMfSXC8rE2x,3zof5D5OzxFubf8XivV17Q,0.25099
3HSySDVnUtfZMfSXC8rE2x,0XKtRs5UNXNRIMszCu1Yoh,0.2801
79uDD03njwWRrjbTn1ldD8,50LbLRHQ0UzMOmQGRttH4Q,0.222607
79uDD03njwWRrjbTn1ldD8,69FVF2Hh2WR5FXKJYIFeqe,0.23439
79uDD03njwWRrjbTn1ldD8,4dSMQCHt5lPjKp1cAuiVNB,0.203156
79uDD03njwWRrjbTn1ldD8,0yE4NQK0nZr94t0XnRWhCP,0.251843
79uDD03njwWRrjbTn1ldD8,5hCqV11w5bJ9K3lDo9D4gq,0.1717
3kutMmrDlIMHPzQdD41YI9,5y6BXNz2jiBjZBvf8HCC05,0.365393
3kutMmrDlIMHPzQdD41YI9,5aZuGNyDGuHcPk28R94vwd,0.244643
3kutMmrDlIMHPzQdD41YI9,3xmYT6XDkqMpQCA8hHdKip,0.263636
3kutMmrDlIMHPzQdD41YI9,1Iz2RJFAbcyAwB9sOaXvLp,0.358432
3kutMmrDlIMHPzQdD41YI9,1qOoUsil8Q4NIOPZUX4w9X,0.315238
3kutMmrDlIMHPzQdD41YI9,4A4POOAdOR8Jq644tmaMHQ,0.418733
7xICC4cuIDw6p8fMk4ltdo,1FvGtid4hstXGTMqZWHAHM,0.280037
7xICC4cuIDw6p8fMk4ltdo,6w4lAMYb7PFHjhBk93GdtK,0.288696
7xICC4cuIDw6p8fMk4ltdo,3g4TegeapKCe6KnUC6XU0J,0.315435
7xICC4cuIDw6p8fMk4ltdo,1Vkokw1TnFV6HEhyQ7OAB9,0.293848
7xICC4cuIDw6p8fMk4ltdo,0MtfroCzjrbAq48y7H5Zv2,0.337461
7xICC4cuIDw6p8fMk4ltdo,7Cer3P6UxCkGi3Bu2MFK3R,0.374263
6BMzeMqNHmMtU5ucEWvbW9,7GvYw5WCIT4Ws4Vsydte6N,0.43494
6BMzeMqNHmMtU5ucEWvbW9,1esL5ay4x4AzAjtWEhVR78,0.153918
6BMzeMqNHmMtU5ucEWvbW9,7clRrvxALwmHb6JcDZ4UIs,0.44248
6BMzeMqNHmMtU5ucEWvbW9,28C1Pa9nFnWwqoUDS2DPaT,0.379988
6BMzeMqNHmMtU5ucEWvbW9,0iRUshq6MVKEPuwJfshhM9,0.166245
6BMzeMqNHmMtU5ucEWvbW9,5S5uyh5TMl8bYZBlO8NKpm,0.443693
6BMzeMqNHmMtU5ucEWvbW9,61dSoUBsO1P0kggST5L9RQ,0.232817
10xmOtSiahwvaMHT8TASgP,789vJ50Pr8lc4PzbzNL4E8,0.196854
10xmOtSiahwvaMHT8TASgP,4poSM2pWglxBqElS0bJeYI,0.180671
10xmOtSiahwvaMHT8TASgP,5t1XCqqd7HxVd5Aa2T4nIY,0.190982
10xmOtSiahwvaMHT8TASgP,79xArjaxDonz0kZSxXU7PF,0.178383
10xmOtSiahwvaMHT8TASgP,7qQTPCHqRx0RQCbEyqjHz4,0.229112
10xmOtSiahwvaMHT8TASgP,0MPzWS77NAaDbi5DIbHzR3,0.230984
6Emv8Lu3LVu2Ybn32Qlj6M,7JycS8KTsWmGkEKV2qQckL,0.214669
6Emv8Lu3LVu2Ybn32Qlj6M,0yjMZ91BWzk7ZuUvDwStnP,0.235295
6Emv8Lu3LVu2Ybn32Qlj6M,4F3GHDGt4yznPzdn9ScHYq,0.221695
6Emv8Lu3LVu2Ybn32Qlj6M,5wCcjjlXScSaKsHywDVj8E,0.231895
6Emv8Lu3LVu2Ybn32Qlj6M,33h15eYK2f46t4iObrPTpx,0.218904
6Emv8Lu3LVu2Ybn32Qlj6M,5dCsHs5nynTHGdua0raMRR,0.220191
6Emv8Lu3LVu2Ybn32Qlj6M,3Ux8UdONG81vCs0JKoZAqf,0.232749
1qqijONRt6fZwzZoRxoOnp,2xpnonWGXlJezE4Io34Od1,0.234248
1qqijONRt6fZwzZoRxoOnp,1ERWvLzhdd5izZrkl59TKj,0.227872
1qqijONRt6fZwzZoRxoOnp,1jdAzKbRRrIQ3fpodftKfj,0.206552
1qqijONRt6fZwzZoRxoOnp,269izsyL5diRwlT8Hlo1ap,0.239369
1qqijONRt6fZwzZoRxoOnp,0TVvLlCFoRbepER0IhqRqa,0.260093
1qqijONRt6fZwzZoRxoOnp,1e6za5PtF2cndLHKZD7nrm,0.269744
3uUjBFoJUO9dE7vZmVh6E7,20pxoRoue8oz2dbOzR5ydc,0.303281
3uUjBFoJUO9dE7vZmVh6E7,6qQBEy6IctIb8cm3Q4SG9E,0.255524
3uUjBFoJUO9dE7vZmVh6E7,1KRamNG1BZ192vALVBasZU,0.307148
3uUjBFoJUO9dE7vZmVh6E7,133tViiZ8Ep6xDlGTSWFFa,0.341683
3uUjBFoJUO9dE7vZmVh6E7,0XoEkDgZZ5jDZGwKtq2DQ8,0.313887
3uUjBFoJUO9dE7vZmVh6E7,7BS9guU5q1fzQX1ZQUTYto,0.311511
3uUjBFoJUO9dE7vZmVh6E7,3uv5o7hM6piPkA20ZhWQQ2,0.355271
13n2H7IIDPs0w0NkFOWBwf,0x33Dvk0sNDxGkci4RKm0G,0.239309
13n2H7IIDPs0w0NkFOWBwf,0BgSIWlf1zulLvRyNtjCtg,0.236761
13n2H7IIDPs0w0NkFOWBwf,0bjwTartpuoR1sHbPhP20c,0.175974
13n2H7IIDPs0w0NkFOWBwf,4rmTER4DSUQqYoWezi02py,0.146987
5HulbzXvGgL8vSWYD6LGA6,6v7OZ5w2y22LF1tni2H9vr,0.379799
5HulbzXvGgL8vSWYD6LGA6,18fNZkE9DucBXYNOFyJQSY,0.126369
5HulbzXvGgL8vSWYD6LGA6,74cONalKw3Op50jjyDDrV4,0.25183
5HulbzXvGgL8vSWYD6LGA6,7gip0LcKJuuS4pfg7Ya8gD,0.408204
5HulbzXvGgL8vSWYD6LGA6,2KCGkQJsoROFnXgEN211Sm,0.302758
5HulbzXvGgL8vSWYD6LGA6,4cpdzzOLPuoRLnaJBcQFYp,0.411208
5HulbzXvGgL8vSWYD6LGA6,4fMZdNFEIreAVf9SeVYoJc,0.412763
2w1gsuyH8vJO2aH7JAaa4x,1l75b5q10NeaBkyMy18R5N,0.288851
2w1gsuyH8vJO2aH7JAaa4x,1svDKiz3n0VluHe1kxD0ay,0.251356
2w1gsuyH8vJO2aH7JAaa4x,3IDUUaSVG6SyI89paYybmK,0.263352
2w1gsuyH8vJO2aH7JAaa4x,2MhY90bXu49lH9T1uj7h0I,0.299789
2w1gsuyH8vJO2aH7JAaa4x,2O5QijC25ENqIc04YOsuw1,0.319025
2w1gsuyH8vJO2aH7JAaa4x,3ITKjAINIrsm72X8YUHDGH,0.333663
2tbnYUZqSQPSuTn2Zd0arn,0x33Dvk0sNDxGkci4RKm0G,0.378473
2tbnYUZqSQPSuTn2Zd0arn,4rmTER4DSUQqYoWezi02py,0.341853
2tbnYUZqSQPSuTn2Zd0arn,0BgSIWlf1zulLvRyNtjCtg,0.37491
2tbnYUZqSQPSuTn2Zd0arn,56Dd9uTfY7Ea9tZPUibgtC,0.359862
2tbnYUZqSQPSuTn2Zd0arn,0QTUCD4RQiizeoN8pFVxdp,0.383709
2tbnYUZqSQPSuTn2Zd0arn,3w9rbjxB0vGRaEZH0G2qCo,0.305965
2tbnYUZqSQPSuTn2Zd0arn,0bjwTartpuoR1sHbPhP20c,0.393191
12DfvkRveaYuAih8IpLBIu,0uU7nTpQe6YEMiK80pCk3I,0.232629
12DfvkRveaYuAih8IpLBIu,7mCs2Eai4oIX9q4SNJirjo,0.280055
12DfvkRveaYuAih8IpLBIu,3NeIv5vFoKByUnjMjMQVEc,0.305836
12DfvkRveaYuAih8IpLBIu,7qELh1G8CuBOVpaL50bAAn,0.308917
12DfvkRveaYuAih8IpLBIu,2FHKWdrOz38qa2m7QZlLbo,0.318434
12DfvkRveaYuAih8IpLBIu,1qOoUsil8Q4NIOPZUX4w9X,0.318883
0Da8Vz22RjY2diPW8Bd7Uv,7ALKKyWT7XElMb4IbifXxt,0.289221
0Da8Vz22RjY2diPW8Bd7Uv,7c7M7iBp39zQH1v4FmuG2L,0.167799
0Da8Vz22RjY2diPW8Bd7Uv,3sTlrBz2mCh8NLTGF0ZYsW,0.223567
0Da8Vz22RjY2diPW8Bd7Uv,5KvL86yNdiJKzSAagXqlyp,0.253605
0Da8Vz22RjY2diPW8Bd7Uv,4jykcdDz161LtQkEIA9KHy,0.26493
0Da8Vz22RjY2diPW8Bd7Uv,47KsplhdwkfxIlvfproGJ6,0.316726
0Da8Vz22RjY2diPW8Bd7Uv,2IdWs5sY15fC4kW9XZRmbS,0.291194
6dOTWRxTuh04g5Yu0jd1AP,1yexB9BhPJFMiFHzdNhVqt,0.381106
6dOTWRxTuh04g5Yu0jd1AP,5f1aVfi9nYxMHpcA6h0wOK,0.224088
6dOTWRxTuh04g5Yu0jd1AP,0NHPfnQMzg0GiwbC4SF2yR,0.334828
6dOTWRxTuh04g5Yu0jd1AP,0XoEkDgZZ5jDZGwKtq2DQ8,0.330859
6dOTWRxTuh04g5Yu0jd1AP,3DXGwSmHMAwX0EWnVAyznu,0.25263
6dOTWRxTuh04g5Yu0jd1AP,2t5jGSFgLiPgdmocFwodID,0.36937
6dOTWRxTuh04g5Yu0jd1AP,133tViiZ8Ep6xDlGTSWFFa,0.366411
02U2HxItROptvGJ5NPReWz,1dPedzqigh21ktQ4y8tBmP,0.185535
02U2HxItROptvGJ5NPReWz,2zqo6hcLgiosw5gqGeytIT,0.198852
02U2HxItROptvGJ5NPReWz,1WLi0hhJgsiOY02SFCL5yD,0.193752
02U2HxItROptvGJ5NPReWz,4bLncQ3c3jOVeMbKt1IArD,0.212778
02U2HxItROptvGJ5NPReWz,4SIbtXsC1dmBTIQuRPmglZ,0.214728
02U2HxItROptvGJ5NPReWz,6qwKr2dNq1IFkCoYaUoT4x,0.217652
02U2HxItROptvGJ5NPReWz,3kbU8YDH7kSlJIUMEFYHMp,0.235881
7xOCvDwHnRvSdLtPKbROSf,3DVJZyBhU69sLM2LZxXAjh,0.22303
7xOCvDwHnRvSdLtPKbROSf,6BO1F7s14ZehAecywx99G6,0.214045
7xOCvDwHnRvSdLtPKbROSf,7JJoNSxzVt72CzCEGes3t4,0.208826
7xOCvDwHnRvSdLtPKbROSf,010LzZsO4eqQUdUv1f1y9m,0.241297
7xOCvDwHnRvSdLtPKbROSf,4ou8D4RxqpAfwkhVqOpltT,0.24169
4ou8D4RxqpAfwkhVqOpltT,6BO1F7s14ZehAecywx99G6,0.269292
4ou8D4RxqpAfwkhVqOpltT,1PGyfLQdgFPXGEtP2b6ovZ,0.283581
4ou8D4RxqpAfwkhVqOpltT,7JJoNSxzVt72CzCEGes3t4,0.206502
4ou8D4RxqpAfwkhVqOpltT,3eMOYZRLqXMBw9aqaFR92P,0.285392
3EuxKklzZlKWxuGdqxaju3,6Emv8Lu3LVu2Ybn32Qlj6M,0.260196
3EuxKklzZlKWxuGdqxaju3,5dCsHs5nynTHGdua0raMRR,0.248473
3EuxKklzZlKWxuGdqxaju3,6Sk0prnnRQ1SYTSDGxa92x,0.254447
3EuxKklzZlKWxuGdqxaju3,0O6JAjCYkpjRxBllV4O1mw,0.271482
3EuxKklzZlKWxuGdqxaju3,1ivxyu8sD0fHm2Wnl5HnS3,0.279908
3EuxKklzZlKWxuGdqxaju3,0B8RjYdoUs8APZHvDXoM6T,0.281093
25HclJk7rKi20MzZ8ZhsVg,2eLpCfYNgnGG8lDF6vfpbr,0.152737
25HclJk7rKi20MzZ8ZhsVg,2B3RwDWuGN3vpvJVXtbqGs,0.245966
25HclJk7rKi20MzZ8ZhsVg,2wI3mXvnYhGeUyXHlLVQFF,0.286152
25HclJk7rKi20MzZ8ZhsVg,4OB2F01FVAftaBZr5dKQkI,0.278806
25HclJk7rKi20MzZ8ZhsVg,2rGNq5NvocvpBIQQ8Gckti,0.273114
4ZtfvKbW28CzpDc0Vupm21,6RwSREtb8zda5Xj8XvUyu7,0.300146
4ZtfvKbW28CzpDc0Vupm21,4xRl53e2WsFTJJva9c7DNk,0.18036
4ZtfvKbW28CzpDc0Vupm21,1KRamNG1BZ192vALVBasZU,0.305352
4ZtfvKbW28CzpDc0Vupm21,3g4TegeapKCe6KnUC6XU0J,0.306593
4ZtfvKbW28CzpDc0Vupm21,5inhNJDsdUL02QKh4nCfwa,0.355637
4ZtfvKbW28CzpDc0Vupm21,7BS9guU5q1fzQX1ZQUTYto,0.34056
4ZtfvKbW28CzpDc0Vupm21,0bMAWV9DDN2fllpvCtpzWl,0.37292
7aiiywFIV7cWxB2uFXK5w8,109AZuGAl3xtTgxwbonnEb,0.177051
7aiiywFIV7cWxB2uFXK5w8,1qcGYnaxvkDayHU41bUDdk,0.188372
7aiiywFIV7cWxB2uFXK5w8,3Ayrd8prgnUYU4ErMgflBV,0.203254
7aiiywFIV7cWxB2uFXK5w8,5GgnOxGEvEwJrqoy7a6tRL,0.206638
7aiiywFIV7cWxB2uFXK5w8,3YApJiytSMraOHbk7Dv285,0.154207
7aiiywFIV7cWxB2uFXK5w8,1W81Hac4dJXLsJQLxe2Beq,0.224008
7aiiywFIV7cWxB2uFXK5w8,4kW52HnhwNJZdi9D91v6Sq,0.235841
7qELh1G8CuBOVpaL50bAAn,4TzYOU4X5Xd5QjTdUSkoUd,0.154346
7qELh1G8CuBOVpaL50bAAn,04FyuzQPX9ObQuCHfvxCBo,0.17239
7qELh1G8CuBOVpaL50bAAn,0tikP9agfqFyjJS4NLJHxp,0.195555
7qELh1G8CuBOVpaL50bAAn,0uU7nTpQe6YEMiK80pCk3I,0.268769
7qELh1G8CuBOVpaL50bAAn,7vyNpyHgzn7GzeGQfGx6sa,0.275058
7qELh1G8CuBOVpaL50bAAn,3uPEesgkORg3xgcdTeyoVb,0.287777
0NHPfnQMzg0GiwbC4SF2yR,5jVwhqE4U5yoR5QM9gj37J,0.273937
0NHPfnQMzg0GiwbC4SF2yR,5S5uyh5TMl8bYZBlO8NKpm,0.229976
0NHPfnQMzg0GiwbC4SF2yR,7GvYw5WCIT4Ws4Vsydte6N,0.226479
0NHPfnQMzg0GiwbC4SF2yR,7gsWcwi6Y1hj2WSNxnm12K,0.157167
0NHPfnQMzg0GiwbC4SF2yR,1gg9RdyhZVpaPHjLtSPHJl,0.291986
0NHPfnQMzg0GiwbC4SF2yR,5cYeAqS2jRcWnhjzjb0I9w,0.256605
0NHPfnQMzg0GiwbC4SF2yR,7fX3pxdnCHTwXSa3RBWA90,0.197189
7wajPSWalT9lVVA9PX7ukU,4f6EiAhsn8j3BhmnRsoR1Q,0.162593
7wajPSWalT9lVVA9PX7ukU,2B3RwDWuGN3vpvJVXtbqGs,0.229183
7wajPSWalT9lVVA9PX7ukU,4XvU4tmcGobMHgz3bOB9M1,0.251341
7wajPSWalT9lVVA9PX7ukU,60aZLJIMN4SuSp2Qj4Oyx2,0.271049
7wajPSWalT9lVVA9PX7ukU,4OB2F01FVAftaBZr5dKQkI,0.273593
7wajPSWalT9lVVA9PX7ukU,1W81Hac4dJXLsJQLxe2Beq,0.277291
0JMBUdmzvdAA4DZgTxNMPD,1KYrhFEG2XJgtd40D9czhb,0.161684
0JMBUdmzvdAA4DZgTxNMPD,6QlxhWfDUd1X2MfpBphBke,0.18165
0JMBUdmzvdAA4DZgTxNMPD,5MfQgdHlFrSNMCbOJG7SwE,0.220949
0JMBUdmzvdAA4DZgTxNMPD,7L5gqfo7knuspkgRvToaEs,0.232305
0JMBUdmzvdAA4DZgTxNMPD,47KsplhdwkfxIlvfproGJ6,0.224808
0JMBUdmzvdAA4DZgTxNMPD,3vfzsZc8D6LogqdMalEADL,0.232893
0JMBUdmzvdAA4DZgTxNMPD,1n3De6BAUp1o9kPPTtOdZt,0.252134
